transaction_id,customer_id,product,category,amount,cost,profit,quantity,discount,transaction_date
TXN0575,CUST060,Edge Server,Hardware,3150.0,2200,950.0,1,0.1,2024-12-15
TXN0576,CUST060,Developer Laptop,Hardware,5700.0,3900,1800.0,3,0.05,2025-01-27
TXN0577,CUST060,Analytics Engine,Software,7500.0,1500,6000.0,5,0.0,2024-11-03
TXN0578,CUST060,Smart Gateway,Hardware,427.5,250,177.5,1,0.05,2025-02-06
TXN0579,CUST060,Edge Server,Hardware,14000.0,8800,5200.0,4,0.0,2024-09-23
TXN0580,CUST061,Edge Server,Hardware,3150.0,2200,950.0,1,0.0,2026-01-16
TXN0581,CUST061,Edge Server,Hardware,16065.0,13200,2865.0,6,0.15,2026-01-06
TXN0582,CUST061,Security Suite,Software,1944.0,450,1494.0,3,0.1,2024-09-04
TXN0583,CUST061,Collaboration Tool,Software,486.0,100,386.0,2,0.1,2025-04-18
TXN0584,CUST061,Developer Laptop,Hardware,4590.0,3900,690.0,3,0.15,2025-05-13
TXN0585,CUST061,Analytics Engine,Software,2700.0,600,2100.0,2,0.0,2024-09-06
TXN0586,CUST061,Custom Training Workshop,Services,2025.0,1200,825.0,1,0.1,2025-12-04
TXN0587,CUST061,Custom Training Workshop,Services,2250.0,1200,1050.0,1,0.0,2025-04-27
TXN0588,CUST061,Cloud Migration Consultation,Services,40500.0,27000,13500.0,9,0.0,2025-01-19
TXN0589,CUST061,Smart Gateway,Hardware,344.25,250,94.25,1,0.15,2025-03-05
TXN0590,CUST062,Collaboration Tool,Software,1140.0,200,940.0,4,0.05,2026-02-07
TXN0591,CUST062,Security Suite,Software,720.0,150,570.0,1,0.1,2025-11-16
TXN0592,CUST062,Custom Training Workshop,Services,5000.0,2400,2600.0,2,0.0,2025-01-17
TXN0593,CUST062,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2025-03-31
TXN0594,CUST062,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2026-02-02
TXN0595,CUST062,Enterprise Support (Annual),Services,7600.0,4500,3100.0,1,0.05,2025-08-16
TXN0596,CUST062,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2024-12-25
TXN0597,CUST062,Enterprise Support (Annual),Services,24000.0,13500,10500.0,3,0.0,2024-12-19
TXN0598,CUST062,Enterprise Support (Annual),Services,7600.0,4500,3100.0,1,0.05,2026-03-09
TXN0599,CUST062,Collaboration Tool,Software,570.0,100,470.0,2,0.05,2024-11-12
TXN0600,CUST062,Collaboration Tool,Software,1500.0,250,1250.0,5,0.0,2026-03-19
TXN0601,CUST062,Developer Laptop,Hardware,3800.0,2600,1200.0,2,0.05,2025-05-13
TXN0602,CUST062,Analytics Engine,Software,3000.0,600,2400.0,2,0.0,2025-10-17
TXN0603,CUST062,Enterprise Support (Annual),Services,30400.0,18000,12400.0,4,0.05,2025-09-09
TXN0604,CUST062,Edge Server,Hardware,8925.0,6600,2325.0,3,0.15,2025-08-12
TXN0605,CUST063,Collaboration Tool,Software,486.0,100,386.0,2,0.1,2025-12-07
TXN0606,CUST063,Analytics Engine,Software,2700.0,600,2100.0,2,0.0,2026-04-22
TXN0607,CUST063,Developer Laptop,Hardware,5400.0,3900,1500.0,3,0.0,2025-12-14
TXN0608,CUST063,Edge Server,Hardware,26932.5,19800,7132.5,9,0.05,2025-09-08
TXN0609,CUST063,Collaboration Tool,Software,2430.0,450,1980.0,9,0.0,2026-05-23
TXN0610,CUST064,Enterprise Support (Annual),Services,6800.0,4500,2300.0,1,0.15,2026-02-01
TXN0611,CUST064,Security Suite,Software,640.0,150,490.0,1,0.2,2025-10-06
TXN0612,CUST064,Analytics Engine,Software,4500.0,900,3600.0,3,0.0,2026-03-12
TXN0613,CUST064,Developer Laptop,Hardware,4000.0,2600,1400.0,2,0.0,2025-08-31
TXN0614,CUST064,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2026-06-10
TXN0615,CUST064,Cloud Migration Consultation,Services,4500.0,3000,1500.0,1,0.1,2025-10-15
TXN0616,CUST064,Collaboration Tool,Software,600.0,100,500.0,2,0.0,2025-09-04
TXN0617,CUST064,Edge Server,Hardware,3500.0,2200,1300.0,1,0.0,2026-03-22
TXN0618,CUST064,Analytics Engine,Software,2850.0,600,2250.0,2,0.05,2026-01-28
TXN0619,CUST064,Cloud Migration Consultation,Services,10000.0,6000,4000.0,2,0.0,2025-07-30
TXN0620,CUST064,Edge Server,Hardware,3325.0,2200,1125.0,1,0.05,2026-01-13
TXN0621,CUST064,Cloud Platform,Software,3600.0,600,3000.0,3,0.0,2025-12-24
TXN0622,CUST064,Smart Gateway,Hardware,427.5,250,177.5,1,0.05,2025-12-16
TXN0623,CUST065,Analytics Engine,Software,7125.0,1500,5625.0,5,0.0,2026-03-23
TXN0624,CUST065,Security Suite,Software,2584.0,600,1984.0,4,0.15,2026-05-27
TXN0625,CUST065,Security Suite,Software,608.0,150,458.0,1,0.2,2025-06-06
TXN0626,CUST065,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.0,2024-11-21
TXN0627,CUST065,Custom Training Workshop,Services,4750.0,2400,2350.0,2,0.0,2025-04-29
TXN0628,CUST065,Smart Gateway,Hardware,812.25,500,312.25,2,0.05,2026-02-03
TXN0629,CUST065,Cloud Migration Consultation,Services,9500.0,6000,3500.0,2,0.0,2024-06-07
TXN0630,CUST065,Collaboration Tool,Software,285.0,50,235.0,1,0.0,2026-03-26
TXN0631,CUST065,Smart Gateway,Hardware,406.12,250,156.12,1,0.05,2025-01-02
TXN0632,CUST066,Developer Laptop,Hardware,3610.0,2600,1010.0,2,0.05,2024-08-12
TXN0633,CUST066,Custom Training Workshop,Services,4750.0,2400,2350.0,2,0.0,2025-05-06
TXN0634,CUST066,Custom Training Workshop,Services,4750.0,2400,2350.0,2,0.0,2024-11-18
TXN0635,CUST066,Edge Server,Hardware,5985.0,4400,1585.0,2,0.1,2024-11-19
TXN0636,CUST066,Analytics Engine,Software,2850.0,600,2250.0,2,0.0,2026-01-20
TXN0637,CUST066,Enterprise Support (Annual),Services,28880.0,18000,10880.0,4,0.05,2024-09-12
TXN0638,CUST066,Edge Server,Hardware,3158.75,2200,958.75,1,0.05,2025-12-08
TXN0639,CUST066,Custom Training Workshop,Services,2018.75,1200,818.75,1,0.15,2024-11-24
TXN0640,CUST066,Cloud Platform,Software,4332.0,800,3532.0,4,0.05,2026-01-08
TXN0641,CUST066,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.0,2025-11-13
TXN0642,CUST066,Analytics Engine,Software,1353.75,300,1053.75,1,0.05,2025-01-28
TXN0643,CUST066,Cloud Migration Consultation,Services,4275.0,3000,1275.0,1,0.1,2025-10-13
TXN0644,CUST066,Security Suite,Software,1520.0,300,1220.0,2,0.0,2024-09-18
TXN0645,CUST067,Enterprise Support (Annual),Services,24000.0,13500,10500.0,3,0.0,2025-12-06
TXN0646,CUST067,Cloud Platform,Software,960.0,200,760.0,1,0.2,2025-08-30
TXN0647,CUST067,Smart Gateway,Hardware,1215.0,750,465.0,3,0.1,2025-06-19
TXN0648,CUST067,Security Suite,Software,1600.0,300,1300.0,2,0.0,2025-03-03
TXN0649,CUST067,Collaboration Tool,Software,1200.0,200,1000.0,4,0.0,2025-02-24
TXN0650,CUST067,Enterprise Support (Annual),Services,8000.0,4500,3500.0,1,0.0,2026-04-19
TXN0651,CUST067,Cloud Migration Consultation,Services,12750.0,9000,3750.0,3,0.15,2025-09-16
TXN0652,CUST067,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2025-01-25
TXN0653,CUST068,Smart Gateway,Hardware,405.0,250,155.0,1,0.1,2024-04-19
TXN0654,CUST068,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.05,2026-01-09
TXN0655,CUST068,Smart Gateway,Hardware,405.0,250,155.0,1,0.1,2025-12-31
TXN0656,CUST069,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2025-12-12
TXN0657,CUST069,Cloud Platform,Software,1020.0,200,820.0,1,0.15,2025-10-24
TXN0658,CUST069,Developer Laptop,Hardware,6000.0,3900,2100.0,3,0.0,2026-02-24
TXN0659,CUST069,Edge Server,Hardware,3500.0,2200,1300.0,1,0.0,2026-02-10
TXN0660,CUST070,Custom Training Workshop,Services,2250.0,1200,1050.0,1,0.1,2024-12-08
TXN0661,CUST070,Developer Laptop,Hardware,6000.0,3900,2100.0,3,0.0,2024-07-13
TXN0662,CUST070,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2025-09-16
TXN0663,CUST070,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2026-02-22
TXN0664,CUST070,Cloud Platform,Software,1920.0,400,1520.0,2,0.2,2025-11-07
TXN0665,CUST070,Smart Gateway,Hardware,427.5,250,177.5,1,0.05,2026-02-05
TXN0666,CUST070,Developer Laptop,Hardware,5400.0,3900,1500.0,3,0.1,2025-08-04
TXN0667,CUST070,Smart Gateway,Hardware,855.0,500,355.0,2,0.05,2025-08-02
TXN0668,CUST070,Enterprise Support (Annual),Services,16000.0,9000,7000.0,2,0.0,2026-04-27
TXN0669,CUST070,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2026-06-10
TXN0670,CUST070,Smart Gateway,Hardware,405.0,250,155.0,1,0.1,2026-02-01
TXN0671,CUST071,Edge Server,Hardware,9450.0,6600,2850.0,3,0.1,2025-11-11
TXN0672,CUST071,Analytics Engine,Software,3000.0,600,2400.0,2,0.0,2026-03-16
TXN0673,CUST071,Collaboration Tool,Software,900.0,150,750.0,3,0.0,2026-03-08
TXN0674,CUST072,Edge Server,Hardware,35910.0,26400,9510.0,12,0.05,2025-03-01
TXN0675,CUST072,Smart Gateway,Hardware,1215.0,750,465.0,3,0.0,2026-02-15
TXN0676,CUST072,Cloud Platform,Software,1944.0,400,1544.0,2,0.1,2026-04-05
TXN0677,CUST072,Cloud Migration Consultation,Services,8100.0,6000,2100.0,2,0.1,2026-03-20
TXN0678,CUST072,Collaboration Tool,Software,1377.0,300,1077.0,6,0.15,2025-03-22
TXN0679,CUST072,Developer Laptop,Hardware,24300.0,19500,4800.0,15,0.1,2026-04-11
TXN0680,CUST072,Developer Laptop,Hardware,16200.0,13000,3200.0,10,0.1,2025-08-18
TXN0681,CUST072,Smart Gateway,Hardware,2308.5,1500,808.5,6,0.05,2025-04-01
TXN0682,CUST073,Smart Gateway,Hardware,812.25,500,312.25,2,0.05,2026-03-26
TXN0683,CUST073,Security Suite,Software,1520.0,300,1220.0,2,0.0,2025-04-22
TXN0684,CUST073,Cloud Migration Consultation,Services,22562.5,15000,7562.5,5,0.05,2025-08-31
TXN0685,CUST073,Custom Training Workshop,Services,4750.0,2400,2350.0,2,0.0,2025-03-13
TXN0686,CUST073,Smart Gateway,Hardware,406.12,250,156.12,1,0.05,2025-01-08
TXN0687,CUST073,Custom Training Workshop,Services,6768.75,3600,3168.75,3,0.05,2025-11-13
TXN0688,CUST073,Cloud Platform,Software,1140.0,200,940.0,1,0.0,2025-11-18
TXN0689,CUST073,Analytics Engine,Software,2850.0,600,2250.0,2,0.0,2024-11-08
TXN0690,CUST073,Enterprise Support (Annual),Services,7600.0,4500,3100.0,1,0.0,2025-07-02
TXN0691,CUST073,Cloud Platform,Software,1140.0,200,940.0,1,0.0,2025-07-11
TXN0692,CUST073,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.0,2026-06-04
TXN0693,CUST073,Edge Server,Hardware,2992.5,2200,792.5,1,0.1,2026-04-09
TXN0694,CUST073,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.0,2025-07-03
TXN0695,CUST073,Enterprise Support (Annual),Services,30400.0,18000,12400.0,4,0.0,2025-11-12
TXN0696,CUST074,Collaboration Tool,Software,765.0,150,615.0,3,0.15,2025-02-19
TXN0697,CUST074,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.05,2026-05-29
TXN0698,CUST074,Security Suite,Software,800.0,150,650.0,1,0.0,2026-02-14
TXN0699,CUST074,Security Suite,Software,2880.0,600,2280.0,4,0.1,2026-05-07
TXN0700,CUST074,Edge Server,Hardware,3325.0,2200,1125.0,1,0.05,2024-10-07
TXN0701,CUST074,Analytics Engine,Software,1500.0,300,1200.0,1,0.0,2024-10-18
TXN0702,CUST074,Security Suite,Software,3040.0,600,2440.0,4,0.05,2024-11-12
TXN0703,CUST074,Custom Training Workshop,Services,2250.0,1200,1050.0,1,0.1,2026-03-09
TXN0704,CUST074,Edge Server,Hardware,7000.0,4400,2600.0,2,0.0,2025-12-22
TXN0705,CUST074,Cloud Platform,Software,2400.0,400,2000.0,2,0.0,2025-01-18
TXN0706,CUST074,Enterprise Support (Annual),Services,8000.0,4500,3500.0,1,0.0,2025-12-15
TXN0707,CUST074,Enterprise Support (Annual),Services,8000.0,4500,3500.0,1,0.0,2025-01-11
TXN0708,CUST074,Enterprise Support (Annual),Services,36000.0,22500,13500.0,5,0.1,2026-03-02
TXN0709,CUST074,Cloud Platform,Software,2400.0,400,2000.0,2,0.0,2026-04-02
TXN0710,CUST075,Cloud Migration Consultation,Services,19000.0,12000,7000.0,4,0.05,2025-10-15
TXN0711,CUST075,Edge Server,Hardware,3325.0,2200,1125.0,1,0.05,2024-12-19
TXN0712,CUST075,Analytics Engine,Software,1425.0,300,1125.0,1,0.05,2024-11-10
TXN0713,CUST075,Analytics Engine,Software,4500.0,900,3600.0,3,0.0,2025-06-07
TXN0714,CUST075,Cloud Platform,Software,960.0,200,760.0,1,0.2,2025-07-05
TXN0715,CUST075,Cloud Migration Consultation,Services,10000.0,6000,4000.0,2,0.0,2025-07-29
TXN0716,CUST075,Collaboration Tool,Software,900.0,150,750.0,3,0.0,2025-10-31
TXN0717,CUST075,Custom Training Workshop,Services,4750.0,2400,2350.0,2,0.05,2026-05-23
TXN0718,CUST075,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2024-04-08
TXN0719,CUST075,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2024-12-30
TXN0720,CUST075,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2024-10-09
TXN0721,CUST075,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2024-10-16
TXN0722,CUST075,Collaboration Tool,Software,570.0,100,470.0,2,0.05,2024-12-14
TXN0723,CUST076,Cloud Platform,Software,2400.0,400,2000.0,2,0.0,2026-06-06
TXN0724,CUST076,Analytics Engine,Software,3000.0,600,2400.0,2,0.0,2026-02-07
TXN0725,CUST076,Developer Laptop,Hardware,1800.0,1300,500.0,1,0.1,2024-12-08
TXN0726,CUST076,Edge Server,Hardware,3500.0,2200,1300.0,1,0.0,2024-10-12
TXN0727,CUST076,Enterprise Support (Annual),Services,32000.0,18000,14000.0,4,0.0,2025-10-16
TXN0728,CUST076,Security Suite,Software,800.0,150,650.0,1,0.0,2025-09-28
TXN0729,CUST076,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2026-05-14
TXN0730,CUST076,Custom Training Workshop,Services,10000.0,4800,5200.0,4,0.0,2025-04-14
TXN0731,CUST076,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2025-11-07
TXN0732,CUST076,Edge Server,Hardware,3325.0,2200,1125.0,1,0.05,2026-06-04
TXN0733,CUST076,Collaboration Tool,Software,600.0,100,500.0,2,0.0,2026-04-14
TXN0734,CUST076,Edge Server,Hardware,3325.0,2200,1125.0,1,0.05,2024-11-18
TXN0735,CUST076,Edge Server,Hardware,7000.0,4400,2600.0,2,0.0,2025-08-15
TXN0736,CUST077,Security Suite,Software,760.0,150,610.0,1,0.0,2025-11-04
TXN0737,CUST077,Enterprise Support (Annual),Services,15200.0,9000,6200.0,2,0.0,2025-11-01
TXN0738,CUST077,Developer Laptop,Hardware,7600.0,5200,2400.0,4,0.0,2025-09-11
TXN0739,CUST077,Security Suite,Software,1444.0,300,1144.0,2,0.05,2024-12-25
TXN0740,CUST077,Edge Server,Hardware,6650.0,4400,2250.0,2,0.0,2024-11-18
TXN0741,CUST077,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.0,2025-06-14
TXN0742,CUST077,Security Suite,Software,1520.0,300,1220.0,2,0.0,2025-08-26
TXN0743,CUST078,Security Suite,Software,680.0,150,530.0,1,0.15,2026-06-29
TXN0744,CUST078,Cloud Migration Consultation,Services,13500.0,9000,4500.0,3,0.1,2025-05-25
TXN0745,CUST078,Collaboration Tool,Software,600.0,100,500.0,2,0.0,2026-03-05
TXN0746,CUST078,Enterprise Support (Annual),Services,6400.0,4500,1900.0,1,0.2,2025-05-04
TXN0747,CUST078,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2025-12-13
TXN0748,CUST078,Custom Training Workshop,Services,7500.0,3600,3900.0,3,0.0,2026-05-16
TXN0749,CUST078,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.05,2025-12-28
TXN0750,CUST079,Custom Training Workshop,Services,2256.25,1200,1056.25,1,0.05,2026-01-06
TXN0751,CUST079,Security Suite,Software,722.0,150,572.0,1,0.05,2026-02-28
TXN0752,CUST079,Collaboration Tool,Software,1140.0,200,940.0,4,0.0,2026-06-17
TXN0753,CUST079,Edge Server,Hardware,3325.0,2200,1125.0,1,0.0,2026-05-19
TXN0754,CUST079,Cloud Migration Consultation,Services,4275.0,3000,1275.0,1,0.1,2025-11-16
TXN0755,CUST079,Developer Laptop,Hardware,5700.0,3900,1800.0,3,0.0,2026-02-13
TXN0756,CUST079,Edge Server,Hardware,6317.5,4400,1917.5,2,0.05,2026-04-21
TXN0757,CUST079,Smart Gateway,Hardware,406.12,250,156.12,1,0.05,2026-06-06
TXN0758,CUST079,Smart Gateway,Hardware,406.12,250,156.12,1,0.05,2025-12-20
TXN0759,CUST079,Analytics Engine,Software,1211.25,300,911.25,1,0.15,2026-06-23
TXN0760,CUST079,Developer Laptop,Hardware,5700.0,3900,1800.0,3,0.0,2026-03-18
TXN0761,CUST079,Smart Gateway,Hardware,363.38,250,113.38,1,0.15,2026-05-27
TXN0762,CUST079,Security Suite,Software,722.0,150,572.0,1,0.05,2026-02-26
TXN0763,CUST080,Security Suite,Software,684.0,150,534.0,1,0.1,2024-08-12
TXN0764,CUST080,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.0,2024-07-11
TXN0765,CUST080,Smart Gateway,Hardware,427.5,250,177.5,1,0.0,2024-07-06
TXN0766,CUST080,Enterprise Support (Annual),Services,7600.0,4500,3100.0,1,0.0,2024-08-24
TXN0767,CUST080,Cloud Migration Consultation,Services,4512.5,3000,1512.5,1,0.05,2025-10-20
TXN0768,CUST080,Cloud Platform,Software,969.0,200,769.0,1,0.15,2025-10-19
TXN0769,CUST081,Custom Training Workshop,Services,4250.0,2400,1850.0,2,0.15,2026-01-26
TXN0770,CUST081,Edge Server,Hardware,3325.0,2200,1125.0,1,0.05,2026-06-06
TXN0771,CUST081,Edge Server,Hardware,3500.0,2200,1300.0,1,0.0,2026-03-01
TXN0772,CUST081,Cloud Migration Consultation,Services,9500.0,6000,3500.0,2,0.05,2025-09-14
TXN0773,CUST081,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2025-09-26
TXN0774,CUST081,Security Suite,Software,800.0,150,650.0,1,0.0,2026-05-01
TXN0775,CUST081,Collaboration Tool,Software,855.0,150,705.0,3,0.05,2025-07-11
TXN0776,CUST081,Smart Gateway,Hardware,382.5,250,132.5,1,0.15,2025-10-01
TXN0777,CUST081,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.05,2026-04-01
TXN0778,CUST081,Cloud Migration Consultation,Services,13500.0,9000,4500.0,3,0.1,2026-05-07
TXN0779,CUST081,Smart Gateway,Hardware,382.5,250,132.5,1,0.15,2026-05-31
TXN0780,CUST082,Edge Server,Hardware,14000.0,8800,5200.0,4,0.0,2026-03-20
TXN0781,CUST082,Smart Gateway,Hardware,1147.5,750,397.5,3,0.15,2025-10-19
TXN0782,CUST082,Collaboration Tool,Software,300.0,50,250.0,1,0.0,2026-05-06
TXN0783,CUST082,Analytics Engine,Software,1425.0,300,1125.0,1,0.05,2025-05-20
TXN0784,CUST082,Cloud Platform,Software,2160.0,400,1760.0,2,0.1,2025-06-14
TXN0785,CUST082,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2026-05-08
TXN0786,CUST082,Enterprise Support (Annual),Services,8000.0,4500,3500.0,1,0.0,2025-04-22
TXN0787,CUST082,Custom Training Workshop,Services,2125.0,1200,925.0,1,0.15,2025-12-04
TXN0788,CUST082,Enterprise Support (Annual),Services,12800.0,9000,3800.0,2,0.2,2025-12-01
TXN0789,CUST082,Collaboration Tool,Software,285.0,50,235.0,1,0.05,2025-11-04
TXN0790,CUST082,Smart Gateway,Hardware,450.0,250,200.0,1,0.0,2025-03-26
TXN0791,CUST082,Enterprise Support (Annual),Services,16000.0,9000,7000.0,2,0.0,2025-08-04
TXN0792,CUST082,Cloud Migration Consultation,Services,10000.0,6000,4000.0,2,0.0,2025-02-12
TXN0793,CUST082,Security Suite,Software,720.0,150,570.0,1,0.1,2025-03-08
TXN0794,CUST083,Custom Training Workshop,Services,4500.0,2400,2100.0,2,0.0,2026-06-10
TXN0795,CUST083,Security Suite,Software,2160.0,450,1710.0,3,0.0,2025-09-04
TXN0796,CUST083,Edge Server,Hardware,9450.0,6600,2850.0,3,0.0,2025-10-04
TXN0797,CUST083,Smart Gateway,Hardware,1458.0,1000,458.0,4,0.1,2026-03-17
TXN0798,CUST083,Collaboration Tool,Software,229.5,50,179.5,1,0.15,2025-10-01
TXN0799,CUST083,Edge Server,Hardware,8977.5,6600,2377.5,3,0.05,2026-05-25
TXN0800,CUST083,Cloud Migration Consultation,Services,18000.0,12000,6000.0,4,0.0,2025-12-29
TXN0801,CUST083,Cloud Platform,Software,10800.0,2000,8800.0,10,0.0,2025-09-02
TXN0802,CUST083,Smart Gateway,Hardware,364.5,250,114.5,1,0.1,2026-03-23
TXN0803,CUST083,Analytics Engine,Software,6885.0,1800,5085.0,6,0.15,2025-10-07
TXN0804,CUST083,Developer Laptop,Hardware,1800.0,1300,500.0,1,0.0,2026-02-27
TXN0805,CUST083,Cloud Migration Consultation,Services,8550.0,6000,2550.0,2,0.05,2026-03-27
TXN0806,CUST083,Analytics Engine,Software,1215.0,300,915.0,1,0.1,2026-06-15
TXN0807,CUST083,Custom Training Workshop,Services,3600.0,2400,1200.0,2,0.2,2026-01-11
TXN0808,CUST083,Edge Server,Hardware,11970.0,8800,3170.0,4,0.05,2026-06-17
TXN0809,CUST084,Edge Server,Hardware,3325.0,2200,1125.0,1,0.0,2025-06-21
TXN0810,CUST084,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.0,2025-09-27
TXN0811,CUST084,Custom Training Workshop,Services,2137.5,1200,937.5,1,0.1,2025-12-04
TXN0812,CUST084,Edge Server,Hardware,2992.5,2200,792.5,1,0.1,2025-10-12
TXN0813,CUST084,Security Suite,Software,760.0,150,610.0,1,0.0,2025-11-29
TXN0814,CUST084,Edge Server,Hardware,12635.0,8800,3835.0,4,0.05,2026-03-27
TXN0815,CUST084,Smart Gateway,Hardware,384.75,250,134.75,1,0.1,2025-09-12
TXN0816,CUST084,Security Suite,Software,760.0,150,610.0,1,0.0,2025-10-20
TXN0817,CUST084,Edge Server,Hardware,6650.0,4400,2250.0,2,0.0,2026-04-19
TXN0818,CUST084,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.0,2025-07-17
TXN0819,CUST084,Collaboration Tool,Software,285.0,50,235.0,1,0.0,2026-03-11
TXN0820,CUST084,Developer Laptop,Hardware,1710.0,1300,410.0,1,0.1,2026-03-28
TXN0821,CUST085,Edge Server,Hardware,6650.0,4400,2250.0,2,0.0,2026-03-07
TXN0822,CUST085,Developer Laptop,Hardware,7600.0,5200,2400.0,4,0.0,2026-05-09
TXN0823,CUST085,Smart Gateway,Hardware,855.0,500,355.0,2,0.0,2026-03-24
TXN0824,CUST085,Custom Training Workshop,Services,2256.25,1200,1056.25,1,0.05,2026-01-25
TXN0825,CUST085,Cloud Migration Consultation,Services,4750.0,3000,1750.0,1,0.0,2025-12-29
TXN0826,CUST085,Enterprise Support (Annual),Services,7600.0,4500,3100.0,1,0.0,2026-03-28
TXN0827,CUST085,Smart Gateway,Hardware,427.5,250,177.5,1,0.0,2026-03-04
TXN0828,CUST085,Collaboration Tool,Software,570.0,100,470.0,2,0.0,2026-04-13
TXN0829,CUST085,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.0,2026-04-07
TXN0830,CUST085,Cloud Migration Consultation,Services,12825.0,9000,3825.0,3,0.1,2026-05-22
TXN0831,CUST085,Enterprise Support (Annual),Services,22800.0,13500,9300.0,3,0.0,2026-02-24
TXN0832,CUST086,Collaboration Tool,Software,855.0,150,705.0,3,0.0,2026-04-07
TXN0833,CUST086,Analytics Engine,Software,2850.0,600,2250.0,2,0.0,2025-08-05
TXN0834,CUST086,Cloud Migration Consultation,Services,4512.5,3000,1512.5,1,0.05,2025-10-08
TXN0835,CUST086,Analytics Engine,Software,1353.75,300,1053.75,1,0.05,2024-05-12
TXN0836,CUST086,Enterprise Support (Annual),Services,7600.0,4500,3100.0,1,0.0,2025-06-15
TXN0837,CUST086,Developer Laptop,Hardware,1900.0,1300,600.0,1,0.0,2025-10-03
TXN0838,CUST086,Cloud Migration Consultation,Services,4512.5,3000,1512.5,1,0.05,2026-02-05
TXN0839,CUST086,Analytics Engine,Software,1353.75,300,1053.75,1,0.05,2025-09-14
TXN0840,CUST086,Enterprise Support (Annual),Services,22800.0,13500,9300.0,3,0.0,2025-07-24
TXN0841,CUST086,Smart Gateway,Hardware,1453.5,1000,453.5,4,0.15,2024-12-30
TXN0842,CUST086,Developer Laptop,Hardware,3610.0,2600,1010.0,2,0.05,2025-12-27
TXN0843,CUST086,Security Suite,Software,760.0,150,610.0,1,0.0,2024-05-24
TXN0844,CUST086,Smart Gateway,Hardware,406.12,250,156.12,1,0.05,2026-01-09
TXN0845,CUST086,Developer Laptop,Hardware,3610.0,2600,1010.0,2,0.05,2024-12-14
TXN0846,CUST086,Edge Server,Hardware,3325.0,2200,1125.0,1,0.0,2025-06-16
TXN0847,CUST087,Enterprise Support (Annual),Services,28800.0,18000,10800.0,4,0.1,2025-01-02
TXN0848,CUST087,Security Suite,Software,800.0,150,650.0,1,0.0,2024-07-27
TXN0849,CUST087,Cloud Migration Consultation,Services,5000.0,3000,2000.0,1,0.0,2025-09-03
TXN0850,CUST087,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2026-06-29
TXN0851,CUST087,Developer Laptop,Hardware,1800.0,1300,500.0,1,0.1,2026-03-08
TXN0852,CUST087,Cloud Migration Consultation,Services,4500.0,3000,1500.0,1,0.1,2025-08-03
TXN0853,CUST087,Analytics Engine,Software,4500.0,900,3600.0,3,0.0,2024-06-05
TXN0854,CUST087,Smart Gateway,Hardware,1710.0,1000,710.0,4,0.05,2025-09-06
TXN0855,CUST087,Custom Training Workshop,Services,2375.0,1200,1175.0,1,0.05,2024-09-22
TXN0856,CUST087,Custom Training Workshop,Services,7500.0,3600,3900.0,3,0.0,2026-02-12
TXN0857,CUST087,Custom Training Workshop,Services,2500.0,1200,1300.0,1,0.0,2026-02-21
TXN0858,CUST087,Cloud Platform,Software,1200.0,200,1000.0,1,0.0,2025-11-10
TXN0859,CUST087,Analytics Engine,Software,1425.0,300,1125.0,1,0.05,2025-01-28
TXN0860,CUST087,Analytics Engine,Software,1425.0,300,1125.0,1,0.05,2026-06-22
TXN0861,CUST088,Developer Laptop,Hardware,2000.0,1300,700.0,1,0.0,2026-04-17
TXN0862,CUST088,Cloud Migration Consultation,Services,9500.0,6000,3500.0,2,0.05,2025-09-25
